id,item_id,normalized,skewed_up,skewed_down,polarized
133108,133103,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
131585,131570,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
132448,132431,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
130531,130520,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
127765,127748,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
143323,143309,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
136663,136652,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
138949,138941,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
145530,145514,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
133119,133103,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
130758,130751,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
135895,135875,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
141563,141545,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
139090,139088,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
133304,133292,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
132152,132137,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
137957,137954,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0,9.0,4.5
131831,131822,[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.75],0.24999975,8.75000025,4.25000025
132147,132137,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.33333333 0.66666667]",0.333332666667,8.666667333332999,4.166667333333
131773,131759,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.33333333 0.66666667]",0.333332666667,8.666667333332999,4.166667333333
133431,133418,[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5],0.4999995,8.5000005,4.0000005
129717,129701,[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5],0.4999995,8.5000005,4.0000005
145198,145178,[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5],0.4999995,8.5000005,4.0000005
134222,134216,[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5],0.4999995,8.5000005,4.0000005
135181,135161,[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5],0.4999995,8.5000005,4.0000005
135177,135161,[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5],0.4999995,8.5000005,4.0000005
141722,141713,[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.5],0.4999995,8.5000005,4.0000005
142579,142574,"[0.         0.         0.         0.         0.         0.
 0.         0.33333333 0.         0.66666667]",0.666665333334,8.333334666666,3.833334666666
126599,126593,"[0.         0.         0.         0.         0.         0.
 0.         0.33333333 0.         0.66666667]",0.666665333334,8.333334666666,3.833334666666
138212,138206,"[0.         0.         0.         0.         0.         0.
 0.         0.33333333 0.         0.66666667]",0.666665333334,8.333334666666,3.833334666666
125427,125417,"[0.         0.         0.         0.         0.         0.
 0.         0.33333333 0.33333333 0.33333333]",0.9999980000009999,7.999992999999,3.833326666665
144378,144359,"[0.         0.         0.         0.         0.         0.
 0.33333333 0.         0.         0.66666667]",0.9999980000009999,8.000001999999,3.500001999999
133969,133964,"[0.         0.         0.         0.         0.         0.
 0.         0.33333333 0.33333333 0.33333333]",0.9999980000009999,7.999992999999,3.833326666665
131571,131570,"[0.         0.         0.         0.         0.         0.
 0.         0.33333333 0.33333333 0.33333333]",0.9999980000009999,7.999992999999,3.833326666665
129623,129617,"[0.         0.         0.         0.         0.         0.
 0.33333333 0.         0.         0.66666667]",0.9999980000009999,8.000001999999,3.500001999999
132756,132746,"[0.         0.         0.         0.         0.         0.
 0.         0.33333333 0.33333333 0.33333333]",0.9999980000009999,7.999992999999,3.833326666665
126753,126740,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],0.999999,8.000001,4.5
133561,133544,[0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.5],0.999999,8.000001,3.500001
134098,134090,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],0.999999,8.000001,4.5
131762,131759,[0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.5],0.999999,8.000001,3.500001
145869,145850,[0.   0.   0.   0.   0.   0.   0.   0.25 0.5  0.25],0.999999,8.000001,4.0000005
129103,129092,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],0.999999,8.000001,4.5
145192,145178,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],0.999999,8.000001,4.5
145442,145430,[0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.5],0.999999,8.000001,3.500001
138765,138752,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],0.999999,8.000001,4.5
130570,130562,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],0.999999,8.000001,4.5
127041,127034,[0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.5],0.999999,8.000001,3.500001
